station;termin;nat_abbr;fkl010d0;fkl010d1;fu3010d0;fu3010d1;gre000d0;oli000d0;pp0qffd0;pp0qnhd0;ppz700d0;ppz850d0;prestad0;pva200d0;rre150d0;sre000d0;tre005d0;tre005dn;tre005dx;tre200d0;tre200dn;tre200dx;ure200d0;wcc006d0
75;20230603000000;BAS;1.5;7.5;5.4;27.0;346;323;1014.8;1015.7;;;978.1;12.3;0.0;850;20.1;6.3;33.7;18.8;10.1;26.4;58.2;
75;20230604000000;BAS;1.7;10.6;6.1;38.2;336;332;1015.9;1016.9;;;979.2;13.0;0.0;691;20.3;8.8;34.8;19.1;12.4;26.4;61.4;
75;20230605000000;BAS;1.5;7.1;5.4;25.6;341;327;1015.6;1016.6;;;978.9;11.5;0.0;816;20.7;6.4;33.5;19.4;10.8;26.4;54.0;
75;20230606000000;BAS;1.6;8.5;5.8;30.6;336;328;1015.6;1016.7;;;979.1;12.1;0.0;829;20.8;6.8;35.4;20.3;12.4;26.7;53.3;
75;20230607000000;BAS;1.4;8.0;5.0;28.8;342;327;1015.3;1016.4;;;978.8;11.5;0.0;846;21.2;7.0;34.9;20.5;11.9;26.8;50.5;
75;20230608000000;BAS;1.2;6.4;4.3;23.0;296;346;1012.6;1013.9;;;976.3;12.5;0.0;593;21.3;9.4;36.1;21.0;14.4;27.7;52.9;
75;20230609000000;BAS;1.9;8.9;6.8;32.0;339;341;1010.6;1012.0;;;974.5;12.9;0.0;789;23.2;7.6;36.9;22.4;13.4;29.3;51.2;
75;20230610000000;BAS;1.3;8.6;4.7;31.0;325;359;1011.8;1013.3;;;975.7;15.5;0.8;744;24.0;9.9;37.8;22.4;15.3;28.4;59.9;
75;20230611000000;BAS;1.5;8.7;5.4;31.3;286;354;1012.8;1014.3;;;976.7;14.9;0.0;593;22.4;9.8;37.5;22.5;15.6;29.1;57.0;
75;20230612000000;BAS;1.6;9.6;5.8;34.6;337;329;1011.7;1013.1;;;975.5;11.4;0.0;751;22.3;7.7;37.2;22.2;13.6;29.5;45.2;
75;20230613000000;BAS;1.8;9.8;6.5;35.3;358;311;1009.4;1010.7;;;973.2;9.1;0.0;888;20.7;5.1;35.3;20.9;12.7;27.7;38.3;
75;20230614000000;BAS;1.8;11.3;6.5;40.7;356;316;1012.4;1013.5;;;975.9;9.5;0.0;878;21.0;3.0;35.5;19.9;9.5;27.5;43.3;
75;20230615000000;BAS;1.6;7.0;5.8;25.2;344;329;1016.0;1017.1;;;979.4;11.0;0.0;770;22.1;8.5;36.1;20.5;12.0;27.3;48.4;
75;20230616000000;BAS;1.2;5.7;4.3;20.5;315;337;1016.7;1017.9;;;980.2;11.1;0.0;696;22.1;8.6;37.1;21.3;14.3;28.1;46.7;
75;20230617000000;BAS;1.3;6.9;4.7;24.8;332;331;1014.6;1016.0;;;978.4;11.1;0.0;760;22.0;7.5;37.8;22.1;14.4;29.1;44.7;
75;20230618000000;BAS;1.3;15.9;4.7;57.2;262;360;1012.5;1014.0;;;976.4;14.3;0.8;502;22.7;8.1;40.8;22.7;15.2;32.5;54.6;
75;20230619000000;BAS;1.5;8.6;5.4;31.0;235;384;1013.5;1015.1;;;977.4;17.6;2.1;406;24.6;16.1;36.9;23.7;18.1;29.5;62.5;
75;20230620000000;BAS;2.0;19.1;7.2;68.8;278;375;1012.9;1014.5;;;976.9;20.1;1.2;570;24.8;15.7;40.8;23.6;19.0;32.7;72.6;
75;20230621000000;BAS;1.3;10.6;4.7;38.2;186;384;1017.2;1018.5;;;980.7;20.6;19.7;223;22.1;15.5;34.4;21.7;18.0;27.1;80.2;
75;20230622000000;BAS;1.8;22.0;6.5;79.2;106;395;1016.0;1017.2;;;979.5;20.7;28.9;32;20.6;14.1;29.9;20.8;16.6;26.5;84.7;
75;20230623000000;BAS;2.3;9.6;8.3;34.6;311;351;1023.8;1024.9;;;986.9;14.8;0.0;609;21.1;10.2;33.0;20.4;15.2;25.6;64.2;
75;20230624000000;BAS;1.7;9.9;6.1;35.6;356;334;1022.4;1023.7;;;985.8;13.7;0.0;870;21.9;8.9;34.3;21.5;13.4;28.0;56.0;
75;20230625000000;BAS;1.2;6.7;4.3;24.1;359;339;1017.0;1018.5;;;980.8;14.8;0.0;892;23.1;8.7;36.1;23.0;13.6;30.0;55.5;
75;20230626000000;BAS;2.5;10.7;9.0;38.5;318;353;1018.1;1019.6;;;981.8;15.6;0.0;731;23.3;12.5;33.3;23.0;17.0;27.6;56.5;
75;20230627000000;BAS;1.7;6.1;6.1;22.0;288;334;1020.0;1021.1;;;983.2;12.2;0.0;598;20.1;10.8;30.3;19.7;14.7;24.4;54.9;
75;20230628000000;BAS;1.1;4.9;4.0;17.6;278;346;1018.0;1019.0;;;981.3;12.6;0.0;460;20.0;9.4;32.6;19.7;13.1;25.8;56.9;
75;20230629000000;BAS;1.1;6.3;4.0;22.7;279;367;1014.0;1015.4;;;977.8;14.9;11.8;421;23.2;10.9;35.0;22.5;14.7;28.4;56.9;
75;20230630000000;BAS;1.6;11.1;5.8;40.0;99;388;1013.6;1014.5;;;976.9;17.6;9.2;3;18.2;14.7;23.9;18.6;16.7;21.3;82.6;
75;20230701000000;BAS;1.6;8.6;5.8;31.0;177;370;1012.1;1013.1;;;975.5;14.8;1.0;255;19.6;11.9;28.1;18.9;15.4;22.0;68.4;
75;20230702000000;BAS;2.5;10.4;9.0;37.4;217;368;1014.3;1015.4;;;977.8;14.0;0.0;347;20.2;13.7;30.4;19.9;16.3;24.2;61.1;
75;20230703000000;BAS;2.3;9.7;8.3;34.9;267;367;1015.8;1017.0;;;979.3;13.4;0.0;344;21.2;14.4;30.0;20.4;16.8;24.2;56.5;
75;20230704000000;BAS;1.4;9.8;5.0;35.3;246;368;1015.2;1016.3;;;978.7;16.9;1.2;315;21.2;12.1;33.0;20.5;17.0;25.3;71.0;
75;20230705000000;BAS;2.6;11.2;9.4;40.3;279;345;1016.6;1017.5;;;979.8;13.8;4.6;503;18.7;9.0;28.7;18.8;14.6;23.2;65.2;
